a,b,c,f
41.107607419187,28.5664553421393,25.1886824728868,0
58.9999825502746,57.5697853032359,-67.6452121546702,1
79.0657460592062,-4.96860933721467,73.8549463329161,1
69.005227726421,24.7051896176791,23.5550167614385,1
78.1596384840829,60.6395909379421,44.8508578095822,0
60.2824129910592,-12.4539989570407,58.932771048943,1
64.4301096743113,57.2495116653151,-18.0313618471992,1
-2.02348842379799,-56.8372626587922,-79.0499592102365,0
-10.6841001243722,-11.4122334455197,59.9961983785015,1
94.6091291469564,-34.377997151752,-12.8401558440366,1
-72.9392212689571,97.4335947993368,-77.3313967405499,1
85.5629856630987,14.4553466301669,-18.7757535459361,1
-60.6061640012107,-88.7956704892198,-30.9664967148409,0
31.4602834784706,-40.3875139264332,-15.2043672814985,0
30.5458460611039,56.2920155731458,-85.2540671756743,1
95.875243095623,-84.5390813353188,3.55563773939183,1
64.7940261125537,74.7875454718189,-51.2989985529794,1
85.579294611504,56.7937047950894,-4.64309570595766,1
-1.70051227402898,-56.868904157015,-14.5962819990685,0
4.23864168312338,-30.3159173253532,-31.0179812512444,0
-27.6414105331718,84.4566169122498,-70.5906121854627,1
-13.3048978230473,41.9444489953781,27.2715948183423,0
0.886413501988343,92.5966528209842,-53.8157556922248,1
-36.3733886444817,20.8885769922699,-23.6583284678209,1
-10.1007322362162,-67.0301738041594,-2.36297440825169,0
97.1730054342994,67.4306655150981,-13.129278231938,1
-93.7958920345623,-6.5593432199952,-26.8731521102009,1
-43.5594393608903,-70.1848969655972,-9.16554262357091,0
-61.5411572910571,-58.5185158804611,-59.3601099957526,0
27.3116989654078,-12.7365020628723,-28.6757492128181,0
95.8205284531324,35.155194315666,41.5202468361334,1
-99.9485154635965,-40.8983059883575,-24.8441308386829,1
-44.6137550960359,-56.1492561158488,-85.6524334222322,0
-12.5256619940166,-5.01117040636538,-77.135734156303,0
-42.6286065683833,1.16741475703539,-46.101031520451,1
72.3593299148415,-4.31997315227984,23.8238785992488,1
97.719878702294,1.12648229167166,-24.2995696721131,1
98.5329962328696,-1.96546628231438,76.243425894642,1
95.8551708589565,-84.0819711722815,54.641513877847,1
38.5749304381083,-51.7637405319902,0.462964875839162,1
-13.3682951859051,73.5747145365806,5.33315488385648,0
74.8599935205933,-32.1939170976141,85.7333826766039,1
34.8214246960457,-10.1522167726197,73.8681321841982,1
-77.5188435695688,41.7867605303352,23.5799216309469,1
-27.4768448097058,18.7297699594543,98.4518271863702,0
-49.7374179538979,99.0691672074931,28.6476882773674,0
-63.0645111031199,-33.9004872058986,45.8014572718187,1
16.8160114049986,29.5918202631137,86.137015645456,0
95.623820459295,97.2875322202628,-62.8793394020197,1
65.2768209414914,-95.8036863225529,-56.816334816076,0
20.5143552834701,16.8113144658559,95.6144844161414,0
13.8846017019286,-99.1573668081115,21.414115057054,1
17.5311109598405,-17.4886000889766,-66.6386681453505,0
-31.8344141970549,-62.4620947812042,-94.1677563796601,0
49.9557464150506,75.2387222718628,59.3397217613364,0
52.12050869694,26.0098410425754,79.3047637582313,0
77.7915987082718,45.5925888128544,-83.1511383797746,1
-74.0061743995203,1.63944154122819,82.1367466739084,1
54.6615076040204,69.8156934090963,-56.0171057265332,1
19.1961392384004,79.2361730612983,-29.4814493178769,1
48.6127220786236,69.5446037545542,-14.3485304500668,1
30.6844670002742,1.96680114696119,-75.0245539355206,1
27.9654372148055,58.6385534883656,17.8871367675658,0
-22.9622878706838,32.7314710862616,16.5577672964697,0
-4.71364357728216,68.7699030939349,-71.4383924246944,1
39.9692136514788,66.860264989948,54.353097991251,0
-73.2027061158804,-56.4966882376451,-28.7223088223125,0
-42.184103160251,87.4852222332196,-41.3962751354074,1
-73.6651964363014,-5.4794703170096,-84.8281270753723,1
-86.522262257767,59.2230940979082,-68.9730602172078,1
-22.5687792164128,98.3349717214401,3.2752268497251,0
62.8427811725264,19.5528637243215,-32.0066985357584,1
20.1807740704067,-80.7287205852236,-26.7280788750984,0
34.364275696857,-75.8449285178654,67.3712875542097,1
-38.5823730093345,0.75388657895563,-87.1388822734071,1
0.291094323755758,30.7074691777618,32.8695384472932,0
53.5751390986029,-85.3077060474584,-97.0445715808517,0
-10.3702037177841,-7.60115464571918,35.7328612989433,1
99.2408595044356,-9.20317476112544,82.0593815213346,1
-72.9522553146595,4.34966343657564,-92.5537285360292,1
-90.1964268601483,14.4876994725725,99.4154593904575,1
-13.1398030152264,99.606491345729,34.3964993648215,0
-86.7174595532555,32.4435752501914,-50.7829606303866,1
60.5683061110639,-80.2115604189278,47.5889855751716,1
-18.9188231336506,-7.56698181273741,-80.6517597197796,0
3.90640362347774,96.3982698490835,-13.268664345736,1
-54.2573928620002,26.0437092399428,63.8130605052286,0
-17.6976655226656,-40.0974013563699,44.5308001453666,1
-71.9284886363561,87.8014245013713,5.93612636715926,1
67.5423655507818,63.6019216680908,-71.243961514553,1
-14.066080057093,-6.86697061493386,14.9216159782007,1
-34.1743503390692,24.5607025570053,9.66737200956203,1
67.9558281637522,74.5574300058919,1.14739523322666,1
-21.5353816382286,-12.9914461229888,98.2638939275704,1
-16.3475009223202,93.0068329875389,94.9038543714694,0
-44.6335571560234,-91.4513805841335,99.9658271670182,1
16.3846210187229,-4.66554411904212,-5.60144461020894,1
-4.67195413292943,81.3051375473408,78.3059541966328,0
-56.3667890412578,27.5012386625173,-45.4148991710576,1
-45.1153407549091,-41.2113143788703,-88.1949331556423,0
-71.5396270023378,-54.2598251040372,68.8416535821006,1
-79.5389991158335,-25.3656138318431,26.655410196006,1
-67.3326304030291,-84.7444727945814,67.8723156302573,1
9.68086827065837,35.9505754597255,-78.1591601568084,1
85.5839404210373,67.2779887762284,-60.9648446370684,1
65.5491665776582,98.6498353996546,-33.1042343439088,1
49.6269457738972,72.7050685196673,79.2528050855048,0
5.970299200141,-48.8422554679412,-31.7325342128671,0
34.3574830956559,90.6058740758365,11.8278918377254,0
36.6156617815679,-77.8075612978114,97.059463894488,1
-44.9177288193804,13.0711689186614,15.7687443847623,1
-10.657671611131,-49.9957546358908,-58.7316210189516,0
-70.5777596545302,-36.8085018064866,18.372446819382,1
-31.7515558245366,-77.3009267529943,93.2930922104479,1
-67.906488463239,-93.2962472519354,59.3838804212324,1
-27.4422844534005,9.74410544603323,-85.9728512288876,1
39.2707988337012,-21.9159556189161,28.8514032628627,1
87.6893351728513,5.25771347119365,-13.9163828985376,1
-67.4477382411471,22.4900737975212,94.5824303639039,0
0.574187794967656,-13.8964822114895,-15.9714879076795,0
-85.1724816417193,-3.94829218459701,93.0630885032299,1
70.8128517357692,-45.4014029099613,-77.1205934589359,0
6.07209545842935,-3.75838796783164,17.2737434121192,1
97.7667763818832,36.1269262321885,35.4583372061412,1
48.5233188367092,-18.6214984015662,50.0059952726616,1
85.9597128750569,-26.1232123366199,-55.5460082160058,1
8.88358536590057,-38.2002324509436,-19.1382313701968,0
-2.19925693338703,97.3448629478667,44.1083943211047,0
-31.7919393683746,-32.6070639922316,-92.1865445525323,0
-70.3148727167001,-43.2099333699839,27.5141715665879,1
-53.3140513828555,28.8480525505022,77.0879804050028,0
-65.6560652729385,-46.5790741828173,26.6473654316028,1
-99.769996292782,-38.7193401990083,52.1051556580258,1
36.5044738801683,66.4856200881701,-86.4975065861351,1
-3.24659464100682,41.504022451818,41.9571181488955,0
93.3930660567214,-60.8339836638579,-76.1207881272402,0
36.0776218288008,-53.407451116204,-51.3867138658588,0
50.1284385799097,91.6906024290671,-75.6962497605459,1
-96.8332565374827,17.0267752916677,-1.29315513246374,1
-51.0453058178748,2.60479110414384,87.2056610822704,1
-84.9340489064036,-23.6130318248705,-60.5484545978478,1
89.7595718455313,51.0808277647388,-92.7211263183137,1
58.3703568011384,14.1793841096477,-72.0424242187489,1
-76.6413701589412,85.7297091678389,-87.4038721376117,1
-7.65116387403158,72.3791114857323,-4.68585253911365,1
-32.6407247840616,-98.9526622923802,-44.1591595039513,0
-97.8487238277908,-25.185005425096,-71.7730803283737,1
83.9342435747079,-6.39249454550097,-89.8024822537799,1
-21.0991145675532,-3.44248996276524,37.1574501214351,1
52.7842301655487,-68.8228087354558,36.394150525515,1
-72.0594794359335,51.2753095250928,58.6758686968479,0
64.8994945757554,21.4385227865719,-9.90134808695939,1
74.0509480117126,6.99383351346189,90.4231946870793,1
34.6782444672092,-64.977290744417,24.9866322264944,1
95.9216360915087,12.718991987742,-39.1371602840429,1
-63.9828417282472,-42.2203975460587,-80.6885090566652,0
28.9896027785678,35.8074682465789,15.9794375840479,0
-57.1339956285125,-53.1965819900839,-72.2102034707601,0
58.9787414106441,-68.8682924811115,82.7794627206304,1
-70.7459723440679,10.8586864130845,-45.476682272496,1
-29.8785764397488,-94.4138733644103,-16.9978071548966,0
-8.43657474426394,95.4181092769923,-65.5456003572538,1
-46.0797408344595,27.449341550213,-49.0594113008396,1
-94.7845044521543,-6.69167279577427,-5.9464958058421,1
-34.5823541910305,-32.526968295,-60.207714680679,0
3.24028744513183,88.0126074831991,80.888513466757,0
49.334678030263,-57.116272839306,-61.2220924167065,0
17.8459591781003,-76.205372613019,-4.63027698203469,0
-79.5852870585328,85.074516192579,4.47189151517668,1
30.886072167608,-94.0792468348887,-9.69318473231662,0
7.31918919241019,44.7969203557805,96.1351471003774,0
35.8998769595753,-35.443179093042,-70.5634173800067,0
-58.015560618609,4.35821083577265,17.3008827107497,1
-73.591559926789,82.0968991062124,30.3302609037283,0
68.3709022441743,23.774107230722,-57.5008589576468,1
-78.07406661011,77.4483585625181,79.3303863049161,0
87.9975112099189,-44.2615460344877,-56.8808999643107,0
-98.1090507461266,-20.0806503743309,-32.0250407476095,1
-84.2545898557895,52.2754643821509,81.7914992486087,0
87.6324698271381,-28.8512876857311,-89.6564069155866,0
29.9825081275695,23.0341869979325,21.5285883851017,0
60.633773431477,-2.10369364456446,48.5114068484453,1
-2.08164290621953,29.5177688493942,-97.083789201958,1
-89.6442973006723,-38.7441519362592,-16.3456033525735,1
-36.4123692439927,22.9262379570521,-39.2131719455184,1
8.44764667956514,49.475056933926,0.0205201562589536,1
-47.1294180243879,98.4887795515772,-92.3738423699391,1
25.1415052102606,42.8885609576891,50.182299199599,0
-52.812284768006,5.42823993853676,-35.1224292698886,1
28.1601878479869,20.1544668153648,12.2813565248071,0
-52.3549166286154,-45.6480304457471,-66.7905014784962,0
6.95728962633633,-3.57406805435851,-40.9372878917201,0
-91.1983274813734,-92.2628711873027,-74.1221991247135,0
-6.01226580609207,24.0075762961095,-52.0694102868761,1
76.4141755068741,77.6418085105912,94.4826059017715,0
59.4647033882629,38.3033184978661,56.993111668617,0
-92.811868802091,7.29776346464537,-97.1995925517751,1
-18.2290209076503,34.761887851526,-27.3400672373083,1
-97.2825645456475,-95.1589970826912,80.1456260402434,1
71.3462891855027,13.446058199483,92.4680664168988,1
-16.3661638816661,69.7581692457936,-90.6366979659706,1
-9.36514572676511,62.7106193279431,-93.0961214905121,1
-49.5551018740773,56.630341129671,-73.4996939885894,1
-98.2758840537983,-0.354025839061492,41.7379281212287,1
-25.8572807190275,58.8828477817042,-25.5187967445323,1
59.695567916937,48.7273297033865,65.2467524470979,0
55.6996932978275,-12.2769881562688,67.1249214406707,1
7.88445906149431,20.9720566500779,-87.1432966492806,1
9.48094907658219,65.8741042790348,19.5900817027269,0
60.549565758812,4.23985417198382,-8.41507097166733,1
-21.0829139319635,-62.5446166668761,-5.70892938678568,0
-66.5902655416123,-89.646101924426,54.249407050316,1
-61.4327123209055,-14.2206787663608,-85.0688108173519,0
87.5787273922836,9.01980526234014,81.6729773681951,1
30.4928056572065,-94.5359847482927,-92.3482106962931,0
-38.9375206730038,-92.3717401886227,75.8790400698218,1
98.178729507224,-56.9781324625845,-43.8863267860777,0
-85.1011264068545,-84.3534041123248,-74.2769536442482,0
-74.6568550237719,75.7493770568396,-51.2138874042844,1
96.50659868331,81.1539051966527,96.8365150489083,0
-12.686203193239,-10.1046676328893,-47.6095130423128,0
34.9153769830779,22.8070298781651,-37.8094091721854,1
-52.5531424919856,-59.2670151774152,48.5289497061302,1
20.2317962051517,21.1282802378425,-37.0519915302526,1
50.3155632644499,68.1209659055439,78.703206581391,0
85.4519440724756,77.3916534042878,15.5080413983707,1
-94.7950859529875,-51.5815302504141,58.2458444676575,1
43.7110416329052,62.370836251588,-38.7820133654317,1
-64.5287441855896,-35.9817875251089,-78.1912125545513,0
-31.4319757425375,-91.9334105178404,-65.3954789812656,0
5.46329445460034,-57.9393110042155,4.62541603698648,1
-81.9053258662603,0.264930585522634,-80.8755271047705,1
29.2824904105079,95.5774286741286,-17.3430146264578,1
45.4611984758923,-86.3843781810181,66.8952749887925,1
-72.6499096363084,-22.0530666979277,21.893587299573,1
93.1656647441749,-35.4166896713044,-52.4743700178686,1
-52.9801602256392,-60.1087990962476,98.3577236525518,1
33.278071197345,91.3016846362975,32.7354354470668,0
-61.4093294187492,43.6027551738558,27.5244961155227,0
91.1725003231189,-0.555878831332493,-41.211182596726,1
-59.6181966176341,78.8788332505519,-67.3336046595749,1
13.9244286873957,-85.2314982494486,-20.932408757942,0
58.3225924327609,32.2208891307101,-32.1439646799788,1
59.5787336861616,-43.8305463380322,81.8142247301593,1
-67.1489439751715,-40.2562844288798,-65.1971520693959,0
91.3505694788651,16.3609512692136,-15.5760970504843,1
39.3243993349953,-57.6944089297645,99.4349021461955,1
74.2831574633173,-78.4518155168983,68.1753885784072,1
-63.7532026338173,72.1852232572554,-49.240995640513,1
71.8899805899197,79.504003552489,56.6621754116668,0
-8.40002322029324,38.109990087389,-3.86669249453894,1
-76.1318320297319,5.07939509352641,-65.26321143157,1
34.2288796483674,13.4256616762959,-36.8215684484791,1
-57.174003942485,-65.156927688586,32.3624211979855,1
79.6695946621101,-12.5588939118008,83.7217472417847,1
-83.4565010776075,0.427015172516462,31.5579690651772,1
-2.0674124835373,-52.7598988976143,-72.7581960953577,0
-56.899406833993,-48.1518990118764,-42.861469901568,0
-40.6460847429214,-33.9013540809515,57.3306487674502,1
-35.508993237982,-22.322368678787,-57.416721506704,0
-71.691413117429,86.4326118428412,52.7168855782211,0
11.1938599083544,-32.0212430935452,18.0594635745787,1
-14.3190827753018,-91.0171119454397,54.6643204775938,1
-99.933940637826,-42.8783101695023,-97.0647104070823,0
-78.7545286020052,-3.50159672251978,-92.5374812411785,1
-32.92751905179,94.6135628012072,34.1070783949024,0
84.4536413366225,-80.2967015562098,-28.2417919152611,0
19.2010352943097,-26.042606926543,32.2639024501033,1
29.4203715070246,-51.5006163863002,-13.7381109007346,0
-61.0052225929709,64.5142527131896,-61.0192508255221,1
-22.5938601990202,-30.2621271136506,-64.2519696449172,0
-79.4048469417751,-85.482590825056,-51.5895395314272,0
79.6455356197644,-31.5242652462443,-80.5376508182556,0
-34.337716332794,30.8625816976943,-8.55587288204389,1
76.8936485875834,-2.13347184571133,90.118411271888,1
-75.6934856882754,-78.1448782319878,55.3496977106434,1
-50.3239886603896,92.2814343088686,-28.5149168821587,1
-76.7764296274522,-19.9626345746045,-42.0256671225772,1
70.8250704085571,9.10755158826129,12.4752187693842,1
-79.5470168718822,81.7734884013298,-80.520626707245,1
-68.2024255246867,-53.3138601823309,-55.5313646586292,0
15.683571303116,22.6599195611942,87.3838169441483,0
67.1872592378348,-99.3496816602301,-18.0190058974638,0
59.0520582902488,-12.5730546715544,26.1378280474515,1
14.644729213158,18.7913576694165,-11.1592832539041,1
80.3140809667828,42.3073867067263,76.0908649191684,0
42.1454911782153,5.11385719529997,-73.3557381543125,1
30.912191388622,89.3187660674186,72.232818404321,0
67.4956660566366,-45.8174305715679,89.7005074609539,1
77.77369747766,-50.2299173503322,5.4098575866827,1
35.9352416991886,59.1925524916465,-13.2977536475741,1
99.9829758889894,-66.1352908081074,-15.8235581199748,1
-53.0245082234147,-38.7899227155326,75.2066085930944,1
-97.2654056722603,-42.8807449261103,-78.7951965717576,0
-26.6312963918929,-9.37604695063831,4.85448898042296,1
